LOCATION;"Country";"INDICATOR";"Indicator";"MEASURE";"Measure";"INEQUALITY";"Inequality";"Unit Code";"Unit";"PowerCode Code";"PowerCode";"Reference Period Code";"Reference Period";"Value";"Flag Codes";"Flags"
DEU;"Germany";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.5;;
GRC;"Greece";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.5;;
HUN;"Hungary";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.2;;
ISL;"Iceland";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.3;;
IRL;"Ireland";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.8;;
ITA;"Italy";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.8;;
JPN;"Japan";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.3;;
KOR;"Korea";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.1;;
LUX;"Luxembourg";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.2;;
MEX;"Mexico";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;23.4;;
NLD;"Netherlands";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.8;;
NZL;"New Zealand";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.2;;
NOR;"Norway";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1;;
POL;"Poland";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1;;
PRT;"Portugal";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.9;;
SVK;"Slovak Republic";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.2;;
ESP;"Spain";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.6;;
SWE;"Sweden";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.8;;
CHE;"Switzerland";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.5;;
TUR;"Turkey";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.7;;
GBR;"United Kingdom";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.2;;
USA;"United States";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;5.2;;
BRA;"Brazil";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;26.7;;
CHL;"Chile";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;3.8;;
EST;"Estonia";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;4.8;;
ISR;"Israel";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.8;;
RUS;"Russia";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;11.3;;
SVN;"Slovenia";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.4;;
OECD;"OECD - Total";"PS_REPH";"Homicide rate";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;4.1;;
AUS;"Australia";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.1;;
AUT;"Austria";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.4;;
BEL;"Belgium";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.5;;
CAN;"Canada";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2.1;;
CZE;"Czech Republic";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.9;;
DNK;"Denmark";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.4;;
FIN;"Finland";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2.2;;
FRA;"France";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.8;;
DEU;"Germany";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.4;;
GRC;"Greece";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2.4;;
HUN;"Hungary";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.5;;
ISL;"Iceland";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.6;;
IRL;"Ireland";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.4;;
ITA;"Italy";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.1;;
JPN;"Japan";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.3;;
KOR;"Korea";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.2;;
LUX;"Luxembourg";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0;;
MEX;"Mexico";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;44.5;;
NLD;"Netherlands";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.9;;
NZL;"New Zealand";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.6;;
NOR;"Norway";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.2;;
POL;"Poland";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.6;;
PRT;"Portugal";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.2;;
SVK;"Slovak Republic";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.4;;
ESP;"Spain";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.9;;
SWE;"Sweden";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.1;;
CHE;"Switzerland";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.6;;
TUR;"Turkey";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2.8;;
GBR;"United Kingdom";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.4;;
USA;"United States";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;8.1;;
BRA;"Brazil";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;50.2;;
CHL;"Chile";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;6.6;;
EST;"Estonia";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;7.6;;
ISR;"Israel";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2.9;;
RUS;"Russia";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;19.1;;
SVN;"Slovenia";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.5;;
OECD;"OECD - Total";"PS_REPH";"Homicide rate";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;7;;
AUS;"Australia";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.6;;
AUT;"Austria";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.4;;
BEL;"Belgium";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.8;;
CAN;"Canada";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.9;;
CZE;"Czech Republic";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.8;;
DNK;"Denmark";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.2;;
FIN;"Finland";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.7;;
FRA;"France";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.4;;
DEU;"Germany";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.5;;
GRC;"Greece";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.6;;
HUN;"Hungary";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.9;;
ISL;"Iceland";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0;;
IRL;"Ireland";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.2;;
ITA;"Italy";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.4;;
JPN;"Japan";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.2;;
KOR;"Korea";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1;;
LUX;"Luxembourg";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.3;;
MEX;"Mexico";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;4.8;;
NLD;"Netherlands";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.7;;
NZL;"New Zealand";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.8;;
NOR;"Norway";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.7;;
POL;"Poland";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.6;;
PRT;"Portugal";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.6;;
SVK;"Slovak Republic";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1;;
ESP;"Spain";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.4;;
SWE;"Sweden";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.5;;
CHE;"Switzerland";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.4;;
TUR;"Turkey";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.6;;
GBR;"United Kingdom";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.1;;
USA;"United States";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;2.2;;
BRA;"Brazil";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;4.5;;
CHL;"Chile";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1;;
EST;"Estonia";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;2.5;;
ISR;"Israel";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.7;;
RUS;"Russia";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;5;;
SVN;"Slovenia";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.4;;
OECD;"OECD - Total";"PS_REPH";"Homicide rate";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.3;;
AUS;"Australia";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;13.39;;
AUT;"Austria";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;7.32;;
BEL;"Belgium";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;4.73;;
CAN;"Canada";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;3.83;;
CZE;"Czech Republic";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;5.99;;
DNK;"Denmark";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;2.21;;
FIN;"Finland";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;3.6;;
FRA;"France";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;7.77;;
DEU;"Germany";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;4.96;;
GRC;"Greece";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;6.37;;
HUN;"Hungary";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;3.76;;
ISL;"Iceland";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;13.79;"E";"Estimated value"
IRL;"Ireland";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;4.11;;
ITA;"Italy";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;3.83;;
JPN;"Japan";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;21.89;"E";"Estimated value"
KOR;"Korea";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;23.12;"E";"Estimated value"
LUX;"Luxembourg";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;3.27;;
MEX;"Mexico";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;28.28;;
NLD;"Netherlands";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;0.44;;
NZL;"New Zealand";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;13.78;;
NOR;"Norway";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;3.05;;
POL;"Poland";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;7.25;;
PRT;"Portugal";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;9.77;;
SVK;"Slovak Republic";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;6.23;;
ESP;"Spain";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;5.61;;
SWE;"Sweden";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;1.1;;
CHE;"Switzerland";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;6.34;"E";"Estimated value"
TUR;"Turkey";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;39.26;;
GBR;"United Kingdom";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;12.83;;
USA;"United States";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;11.69;;
BRA;"Brazil";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;9.45;;
CHL;"Chile";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;13.84;;
EST;"Estonia";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;3.29;;
ISR;"Israel";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;14.74;;
RUS;"Russia";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;0.18;;
SVN;"Slovenia";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;5.5;;
OECD;"OECD - Total";"WL_EWLH";"Employees working very long hours";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;13.02;;
AUS;"Australia";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;19.91;;
AUT;"Austria";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;11.17;;
BEL;"Belgium";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;6.72;;
CAN;"Canada";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;6.32;;
CZE;"Czech Republic";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;9.15;;
DNK;"Denmark";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;3.46;;
FIN;"Finland";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;5.61;;
FRA;"France";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;10.69;;
DEU;"Germany";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;7.52;;
GRC;"Greece";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;8.27;;
HUN;"Hungary";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;5.07;;
ISL;"Iceland";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;19;"E";"Estimated value"
IRL;"Ireland";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;6.57;;
ITA;"Italy";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;5.36;;
JPN;"Japan";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;28.18;"E";"Estimated value"
KOR;"Korea";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;29.44;"E";"Estimated value"
LUX;"Luxembourg";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;4.91;;
MEX;"Mexico";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;34.97;;
NLD;"Netherlands";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;0.75;;
NZL;"New Zealand";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;20.25;;
NOR;"Norway";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;4.79;;
POL;"Poland";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;11.16;;
PRT;"Portugal";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;13.27;;
SVK;"Slovak Republic";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;9.24;;
ESP;"Spain";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;8.06;;
SWE;"Sweden";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;1.71;;
CHE;"Switzerland";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;9.22;"E";"Estimated value"
TUR;"Turkey";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;42.52;;
GBR;"United Kingdom";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;18.64;;
USA;"United States";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;16.11;;
BRA;"Brazil";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;12.12;;
CHL;"Chile";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;17.05;;
EST;"Estonia";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;4.69;;
ISR;"Israel";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;22.15;;
RUS;"Russia";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;0.28;;
SVN;"Slovenia";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;7.16;;
OECD;"OECD - Total";"WL_EWLH";"Employees working very long hours";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;16.96;;
AUS;"Australia";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;6.04;;
AUT;"Austria";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;3.25;;
BEL;"Belgium";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;2.65;;
CAN;"Canada";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;1.29;;
CZE;"Czech Republic";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;2.29;;
DNK;"Denmark";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;0.89;;
FIN;"Finland";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;1.7;;
FRA;"France";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;4.85;;
DEU;"Germany";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;2.2;;
GRC;"Greece";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;4.09;;
HUN;"Hungary";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;2.35;;
ISL;"Iceland";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;7.56;"E";"Estimated value"
IRL;"Ireland";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;1.8;;
ITA;"Italy";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;2;;
JPN;"Japan";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;13.45;"E";"Estimated value"
KOR;"Korea";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;14.43;"E";"Estimated value"
LUX;"Luxembourg";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;1.3;;
MEX;"Mexico";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;17.23;;
NLD;"Netherlands";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;0.11;;
NZL;"New Zealand";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;7.08;;
NOR;"Norway";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;1.21;;
POL;"Poland";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;2.79;;
PRT;"Portugal";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;6.54;;
SVK;"Slovak Republic";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;2.86;;
ESP;"Spain";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;2.99;;
SWE;"Sweden";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;0.49;;
